character,line
Ross, Let me finish  okay? She started kissing me and-and I didn’t stop it. I guess I-I just wasn’t thinking…
Rachel, Yeah that’s right you weren’t thinking! Y’know what? Let me give you something to think about! 
Ross, Oh wait—hold it! But then I started thinking and I stopped the kissing.
Rachel, Oh  well thank you for taking your tongue out of my sister’s mouth long enough to tell me that.
Ross, Look I-I realize if anything were to happen with me and Jill then nothing could ever happen with us!
Rachel, What?!
Ross, No  I mean  look I don’t know if anything is going to happen with us  again. Ever. But I don’t want to know that it-it never could. So I stopped it and she got mad and broke my projector.
Rachel, Wow. I  I don’t even know what to say. Thank you. 
Ross, You’re welcome. 
Monica, Oh my God! Are-are you crying?
Chandler,  I just don’t see why those two can’t work things out!
Rachel, Yeah  I got that.
Ross, You take care Jill.
Rachel, Bye-bye-e!
Monica, Bye.
Chandler,  I-I can’t believe Jill’s gone.  I can’t help it  I opened a gate.
Rachel, Hey  you guys! Guess what? Barry and Mindy are getting a divorce!
Monica, Oh my God!
Phoebe, Wow!
Joey,  What is the matter with you?!
Phoebe, No! Barry and Mindy.
Joey, Oh sorry  I hear divorce I immediately go to Ross.  Who-who’s Barry and Mindy?
Rachel, Barry was the guy that I was almost married and Mindy was my best friend.
Joey, Ohh-oh  wasn’t he cheating on you with her?
Rachel, Yeah  but that just means that he was falling asleep on top of her instead of me.
Monica, Why did they get divorced?
Rachel, Well  apparently she caught him cheating on her with someone else. Isn’t that sad?  God  could you imagine if I actually married him?! I mean how different would my life be?
Ross, I know what you mean  I’ve always wondered how different my life would be if-if I’d never gotten divorced.
Phoebe, Which time?
Ross, The first time! No seriously  imagine if Carol hadn’t realized she was a lesbian.
Joey,  I can’t. I keep seeing it the good way.
Ross, I’d bet I’d still be doing my kara-tay.  Towards the end of our marriage I was doing a lot of kara-tay as a way of releasing the tension from y’know  not doing anything else physical.
Chandler, Maybe the problem was you were pronouncing it kara-tay.
Monica, And what if I was still fat?  Well  you wouldn’t be dating me  that’s for sure.
Chandler, Sure I would!
Chandler, What  you guys really think that I’m that shallow?
Ross, No  I just think Monica was that fat.
Joey, Hey  imagine if I never got fired off Days Of Our Lives!  Oh-hey  there’s Carol again!
Chandler, What if I had had the guts to quit my job? I’d probably be writing for the New Yorker  getting paid to be funny. But my job’s fun too! I mean tomorrow  I-I don’t have to wear a tie.
Phoebe, What if I had taken that job at Merrill Lynch?
Ross, What?!
Rachel, Merrill Lynch?
Phoebe, Yeah  I had a massage client who worked there and-and he said I had a knack for stocks.
Rachel, Well why didn’t you take the job?
Phoebe, Because at that time you see  I thought everything that rhymed was true. So I thought y’know that if I’d work with stocks  I’d have to live in a box  and only eat lox  and have a pet fox.
Ross, Hey  do you guys think that if all those things happened  we’d still hang out?
Ross,  Oh my God! Rachel Green?
Rachel,  Rob Tillman!
Ross, No-no. It’s-it’s me  Ross!
Rachel, Oh  I’m sorry. Ross Tillman.
Ross, No  no-no  Ross Geller.
Rachel, Ohh  of course Monica’s brother!
Ross, Yeah. Right.
Rachel, Wow! How are you?!
Ross, Good-good  I’m-I’m married. 
Rachel, Ohh! Me too!
Ross, Is-isn’t it the best?
Rachel, Oh  it’s the best!  So  umm how’s Monica?
Ross, Oh really  really great! Yeah! A-actually she’s right down the street  umm  do-do you know what? You should stop bye and say hi.
Rachel, Ohh  I would love too.
Ross, Yeah? Oh-oh  she’d be so excited!
Rachel, Ohh! Okay!
Ross, Come on! 
Rachel, Oh wait  don’t you have to pay for your   Busty Ladies?
Ross, No  it’s okay. Some-some kid asked me to pick it up for him  but I don’t…
Rachel,  Oh yeah? Okay.
Ross,  Okay.
Rachel, But! Don’t you have to give him his money back?
Ross, Uh-huh.  Hey  here you go buddy. Sorry  no porn for you.  Okay  let’s go see Monica!
Joey, So Monica  still going out with Dr. Boring huh?
Monica, He’s not boring! He’s just-he’s just low key.
Monica, Thanks.
Joey,  Wow!!
Joey, Oh dear God  let me think. 
Chandler,  Hey.
Joey, Hey.
Monica, Oh no! What’s the matter?
Chandler," Oh I just got another rejection letter. They said my writing was funny  just not ""Archie Comic funny."""
Monica, Okay.
Monica, Bye.
Chandler, Was his question what’s more boring than him?
Joey, Hey man  look sorry about that Archie thing. Do uh  do you need me to give you some money?
Chandler, Hey  I may have no money  but I still have my pride.
Joey, Really?
Chandler, Ehh.
Monica, Maybe Joey doesn’t have to give you the money  TV stars have assistants right?
Joey, That’s an idea!  Hey  if I hired an assistant  would-would you take money from her?
Monica, No Joey! Chandler could be your assistant! See  he could answer all of your fan mail and stuff!
Joey, That’s great! That would be great! Let’s do that!
Chandler, I could use the money; it could give me time to write.
Joey, Oh right great! Welcome aboard!
Chandler, Okay!
Joey, All right! Now hey  I need to use the bathroom. Since I don’t need any assistance in there  take a break!
Chandler, All right!
Phoebe,  Hey!
Monica, Hey Phoebe! Guess what?
Phoebe, What?
Monica, Joey just hired Chandler to be his assistant!
Phoebe, Ohh that’s so sweet!  Oh! Hang on!  Hang onnnnnn!!!   Go!! No! No-no! I said sell when it hits 50! 5-0  it’s a number! It comes after 4-9!! No  it’s okay. It’s okay  you’re allowed one mistake. Just kidding  you are of course fired.
Ross, Hey Mon!
Monica, Hey!
Ross, Mon  look who I ran into! 
Monica,  Oh my God! Rachel!!   You look terrific!
Rachel, Ohh  so do you! Did you lose weight? 
Monica, You are so sweet to notice! Yes  I lost three and a half pounds!
Ross, And  and uh  you-you remember my friend Chandler. 
Chandler, Hey.
Rachel, Oh yeah.
Ross, And that’s Phoebe over there! 
Phoebe, Hi!
Monica, Oh my God  sit down! Sit down! How long as it been since we’ve seen each other?
Ross,  1987  the day after Christmas  at Sean McMahon’s party. I played you one of my songs  y’know Interplanetary Courtship Ritual.
Rachel, Oh yeah. Right. So now  are—do you  do you still do music?
Ross, Sometimes  you should come over  sometime! I’ll play you one of my other…
Rachel,  Oh my God! Joey Tribbiani from Days of Our Lives  just walked in here!
Monica, Rach  he’s a friend of ours.
Rachel,  You are friends with Dr. Drake Remoray?
Chandler, Well it’s kinda hard to be friends with Drake because of his busy schedule and the fact that he’s not real.
Ross,  Hey-hey  or I could bring my keyboard over here sometime!
Rachel, He’s coming over! He’s coming over!
Monica,  Joey!
Joey,  I know  here-here!! 
Monica, Ohhh!  No! This is my friend Rachel  we went to High School together.
Rachel,  Hi!
Joey,  Hi!
Rachel,  Hi! I love you on that show! I watch you everyday! I mean  when you took out your own kidney to save your ex-wife even though she tired to kill you…
Joey, Well  it’s always nice to meet the fans.
Rachel, Ah!
Joey,  She’s not crazy is she?
Monica, No.
Joey,  So uh  how you doin’?
Phoebe, Hang on! Hang on! Hang on!  Go!! Who’s this?  Oh okay  you’re gonna like working for me. What’s your name?  What kind of name is Brendy? I… Whatever… Stop talking! All right  from now on your name is Joan. You can pick your own last name.
Joey,  Hey there you are!
Chandler, Uh-oh  it’s my boss!
Joey, All right  here’s a list of things for you to do today. Man  this going to be so great! Thank you so much! All right  I got to go to work I’m delivering twins today  but only one of them is mine! 
Chandler,  Drop off my dry cleaning. Pick up my vitamins. Teach me how to spell vitamins. Wear in my new jeans.
Monica,  You realize what you are don’t you?
Chandler, What?
Monica, You’re his bitch.
Phoebe,  No-no!! No!!
Monica,  Oh wait! You didn’t just sit on my Kit-Kats did you?!!
Phoebe, No! There-there was a little  a little diff in the market and I lost 13 million dollars.
Chandler, But the Kit-Kats are all right?!
Phoebe, What am I gonna do?! What am I gonna do?! I can’t call my office they’ll kill me! I can’t call my clients they’ll kill themselves! Great  now my chest hearts.
Monica, What?!
Phoebe,  My chest hurts! Oh  and now I-I can’t breathe.
Chandler, Phoebe  are you having a heart attack?!
Phoebe, Oh  if I were  would-would I have shooting pains up and down my left arm?
Monica, Yes!!
Phoebe, Then yes that is what I’m having. 
Monica, Oh my God!
Ross, Come on Pheebs  it’s not that bad! Y’know most people would be excited if they didn’t have to work for a couple of weeks.
Phoebe, Most people don’t like their jobs  I love my job! I have not been working for three hours and I’m already going crazy. I miss Joan.
Monica, Honey  having a heart attack is nature’s way of telling you to slow it down.
Chandler, I always thought having a heart attack was nature’s way of telling you to die!  But you’re not gonna die. I mean  you are going to die  but you’re not gonna die today. I wish I was dead.
Monica, Let’s take a walk.  Y’know maybe you should consider writing for Talking Out of Your Ass magazine! 
Phoebe,  So what’s going on with you?
Ross, Well umm  I’ve been doing a lot more of my kara-tay.
Phoebe, Still going through that dry spell with Carol?
Ross, Yeah.
Phoebe, How long has it been since you had sex?
Ross, Well  last weekend…
Phoebe, Oh that’s not so bad.
Ross, …will be two months…
Phoebe, That is.
Ross, …since I stopped trying.
Phoebe, Maybe you need to spice things up a little.
Ross, What-what do you mean?
Phoebe, I don’t know. You could tie her up  she could tie you up; you could eat stuff off each other…
Ross, Oh.
Phoebe, Y’know  dirty talk  m�nage � trois  toys…
Ross, Wow!
Phoebe, Roll playing… You could be the warden; she could be the prisoner. You could be the pirate; she could be the wench!
Ross, Okay  I think I got it.
Phoebe, Yeah! Or too  you could be two stockbrokers and you’re-you’re-you’re rolling around naked on the trading floor and everybody’s watching!  It never happened.
Monica, Sorry. So how’s it going with Joey?
Chandler," Oh just great. He beeps me now with codes. One is  ""Bring me food."" Two is  ""I’m with a girl  bring us food."" Three is  ""I’m lost and I can’t find food."""
Joey,  Hey! Is uh  is she gonna be all right?
Monica, Yeah! She’s right in there! 
Joey, Oh great.   Hey! Go take off those pants  they look ready!
Joey, All right  and over there is Brady’s Pub where I like to unwind after a long day of surgeoning.
Rachel, Wow! This is so amazing! What else? What else?
Joey, Well  that is a large piece of television equipment.  And uh that is an old man! Hey old man!
Rachel, Hey!
Joey, All righty  what do you say we head back to my place?
Rachel,  Wow! Umm  y’know  I-I would really love to  but I-I shouldn’t.
Joey, Why?  Why can’t the world stop turning  just for a moment? Just for us?
Rachel,  Isn’t that a line from the show?!
Joey, Uh  yeah but uh   I may have said those things before but  I never truly meant them. Until now.
Rachel, That’s a line from the show too!
Joey, Okay  you watch too much TV.
Chandler,  Here you go Joe  here’s the freshly squeezed orange juice you asked for. 
Joey, Thanks!  Yeah  there’s pulp in that. 
Chandler, Yeah?
Joey, I thought we talked about this. I don’t like pulp. No pulp. Pulp isn’t juice. All juice  okay?
Chandler, I’m sorry  I guess I just like the pulp.
Joey, Oh my God  I’m sorry  I’m being so rude.  Rachel  would like a soda or something? Because Chandler would run right out and get it.
Rachel, Yeah sure  iced tea would be great.
