Unnamed: 0,advice_to_mgmt,company_id,cons,cons_vader,date,employee_status,employee_title,helpful,location,post_index,pros,pros_conflict,pros_fun,pros_identity,pros_vader,rating_balance,rating_career,rating_comp,rating_culture,rating_mgmt,rating_overall,review_title,review_title_vader,whole_review_text,years_at_company,vader_pros,vader_cons,vader_review_title,flair_pros,flair_cons,stress_post,company_name,post_id,state,SEC filings,GICSSector,GICSSubIndustry,Headquarters Location,Date first added,CIK,Founded,Region,Division
162455,,1366_ymca,"The following list is what I believe to be cons of working for the YMCA of the Pikes Peak Region: no room for growth, no room for pay increases, working outdoors is mainly dependent on the management's confidence in life saving skills (lifeguarding), easily overworked, forced into additional responsibilities without say (ie. teaching swim lessons without training), the majority of coworkers are irresponsible high-schoolers, management is never available to talk or help in emergency situations, as much as I hate to say it, there's too much of a TEAM mentality.",,Thu Nov 02 2017 09:09:44 GMT+0000 (Greenwich Mean Time),Former Employee , Aquatics Lifeguard,,"Colorado Springs, CO",1366.0,"The following are what I believe to be good characteristics of working for the YMCA of the Pikes Peak Region: Usually Flexible with Hours, most of the staff is friendly and accountable, free Y membership, and the possibility of working at one of the outdoor pools during the summer.",,,,,1.0,3.0,3.0,4.0,3.0,2.0,Overall Review of the YMCA of the Pikes Peak Region,,"Overall Review of the YMCA of the Pikes Peak Region. The following are what I believe to be good characteristics of working for the YMCA of the Pikes Peak Region: Usually Flexible with Hours, most of the staff is friendly and accountable, free Y membership, and the possibility of working at one of the outdoor pools during the summer.. The following list is what I believe to be cons of working for the YMCA of the Pikes Peak Region: no room for growth, no room for pay increases, working outdoors is mainly dependent on the management's confidence in life saving skills (lifeguarding), easily overworked, forced into additional responsibilities without say (ie. teaching swim lessons without training), the majority of coworkers are irresponsible high-schoolers, management is never available to talk or help in emergency situations, as much as I hate to say it, there's too much of a TEAM mentality.",,0.8834,-0.7184,0.0,0.9972,-0.9988,0.0,ymca,1366_ymca,CO,,,,,,,,West,Mountain
77356,,8515_atandt,Pay. Sometimes unreasonable goals from management. Working late,,Thu Dec 01 2016 10:42:02 GMT+0000 (Greenwich Mean Time),Current Employee ,,,"Monterey, CA",8515.0,"Company vehicle, gas card, free Directv, half off internet and cell phone. All tools provided along with training",,,,,1.0,2.0,3.0,3.0,3.0,3.0,Technician,,"Technician. Company vehicle, gas card, free Directv, half off internet and cell phone. All tools provided along with training. Pay. Sometimes unreasonable goals from management. Working late",,0.5106,-0.1027,0.0,0.8758,0.5679,0.0,atandt,8515_atandt,CA,,,,,,,,West,Pacific
70586,,1928_costco,"Always busy, somewhat stressful, no sitting down",,Sun May 24 2015 19:50:20 GMT+0100 (British Summer Time),"Major Sales Associate in Goleta, CA",,,"Goleta, CA",1928.0,"Great Benefits, strong management, good culture",,,,,4.0,5.0,5.0,5.0,4.0,5.0,Costco Wholesale Review,,"Costco Wholesale Review. Great Benefits, strong management, good culture. Always busy, somewhat stressful, no sitting down",,0.9169,-0.6031,0.0,0.9923,0.9745,0.0,costco,1928_costco,CA,reports,Consumer Staples,Hypermarkets & Super Centers,"Issaquah, Washington",01/10/1993,909832.0,,West,Pacific
286921,,5057_statefarm,"Lack of promotion opportunities, the push for everyone to become an independent contractor agent, the lack of technology adoption and the slow pace of change. Plus, the company still expects employees to relocate to anywhere in the country for any new opportunity. They are very old school and do not understand Gen X or Gen Y.",,Thu Aug 21 2008 07:02:00 GMT+0100 (British Summer Time),"Compliance Specialist in Parsippany, NJ",,,"Parsippany, NJ",5057.0,A mutual company - layoffs and job security concerns are non existent. The company still has a traditional pension plan.,,,,,4.5,3.0,2.0,2.5,,3.0,Old School Company that is slow to change and is driving younger employees away...,,"Old School Company that is slow to change and is driving younger employees away.... A mutual company - layoffs and job security concerns are non existent. The company still has a traditional pension plan.. Lack of promotion opportunities, the push for everyone to become an independent contractor agent, the lack of technology adoption and the slow pace of change. Plus, the company still expects employees to relocate to anywhere in the country for any new opportunity. They are very old school and do not understand Gen X or Gen Y.",,0.34,0.2023,0.0,-0.9138,-1.0,0.0,statefarm,5057_statefarm,NJ,,,,,,,,Northeast,Middle Atlantic
139420,,66_comcast,"No opportunity to grow and make a living in real world situation. I can make the same as a tech there if I worked as a supervisor at a fast food restaurant. No opportunity to even switch out from an Xfinity tech to another branch in Comcast, you're such there pretty much.",,Thu Jan 16 2020 15:16:09 GMT+0000 (Greenwich Mean Time),Former Employee , COpiers,,"Boca Raton, FL",66.0,"Bonus, flexible schedule, pays for personal vehicle gas, allows company van to be taken home",,,,,1.0,3.0,4.0,1.0,1.0,3.0,Working for Comcast on the Xfinity side was okay....,,"Working for Comcast on the Xfinity side was okay..... Bonus, flexible schedule, pays for personal vehicle gas, allows company van to be taken home. No opportunity to grow and make a living in real world situation. I can make the same as a tech there if I worked as a supervisor at a fast food restaurant. No opportunity to even switch out from an Xfinity tech to another branch in Comcast, you're such there pretty much.",,0.6597,-0.119,0.2263,0.9973,-0.9908,0.0,comcast,66_comcast,FL,reports,Communication Services,Cable & Satellite,"Philadelphia, Pennsylvania",18/09/2015,1166691.0,,South,South Atlantic
400571,,1248_fiserv,Most jobs are now going to India or Costa Rica. Managers above my immediate boss are unable to give any decent raises(I got 2% or less for the past 7 years and was rated as 'exceeds requirements' each year) and all they are concerned about is having 'town halls' where they tell you nothing.,,Sat Dec 30 2017 14:16:21 GMT+0000 (Greenwich Mean Time),Current Employee ,,,"Brookfield, WI",1248.0,"For at least my current position, I have flexible hours AND can work from home.",,,,,3.0,1.0,3.0,1.0,1.0,2.0,Of Course most of the positive reviews are from employees in India........,,"Of Course most of the positive reviews are from employees in India......... For at least my current position, I have flexible hours AND can work from home.. Most jobs are now going to India or Costa Rica. Managers above my immediate boss are unable to give any decent raises(I got 2% or less for the past 7 years and was rated as 'exceeds requirements' each year) and all they are concerned about is having 'town halls' where they tell you nothing.",,0.2263,0.0,0.5945,0.9985,-0.9997,0.0,fiserv,1248_fiserv,WI,reports,Information Technology,Data Processing & Outsourced Services,"Brookfield, Wisconsin",02/04/2001,798354.0,,Midwest,East North Central
116267,,1894_facebook,Other than the commute from San Francisco I haven't found any.,,Wed Oct 23 2013 19:11:17 GMT+0100 (British Summer Time),Current Employee , Software Engineer,,"Menlo Park, CA",1894.0,"Opportunities, benefits, perks. Engineers go through a 4-6 week training program and have an opportunity to choose which team to work on. The benefits package is very competitive. On-site perks are awesome.",,,,,5.0,5.0,5.0,5.0,5.0,5.0,High expectations but great benefits,,"High expectations but great benefits. Opportunities, benefits, perks. Engineers go through a 4-6 week training program and have an opportunity to choose which team to work on. The benefits package is very competitive. On-site perks are awesome.. Other than the commute from San Francisco I haven't found any.",,0.9402,0.0,0.8765,0.9992,-0.8457,0.0,facebook,1894_facebook,CA,reports,Communication Services,Interactive Media & Services,"Menlo Park, California",23/12/2013,1326801.0,,West,Pacific
223061,,1113_nielsen,"Very poorly connected among departments, bad structures, poor communication, many layoffs.",,Thu Feb 23 2017 09:44:37 GMT+0000 (Greenwich Mean Time),Former Employee , Director,,"New York, NY",1113.0,"Nice culture, certain level of diversity, commitment to EGRs, big company with many opportunities to learn.",,,,,4.0,4.0,4.0,4.0,3.0,4.0,Director,,"Director. Nice culture, certain level of diversity, commitment to EGRs, big company with many opportunities to learn.. Very poorly connected among departments, bad structures, poor communication, many layoffs.",,0.8442,-0.765,0.0,0.9983,-1.0,0.0,nielsen,1113_nielsen,NY,reports,Industrials,Research & Consulting Services,"New York, New York",09/07/2013,1492633.0,,Northeast,Middle Atlantic
206624,,1934_pwc,"Depend on who you know, how big your network of influence is. Also, there are folks who just don't want to do anything but take credits of work at anytime they get chance. Sucks...but you manage and learn over time",,Sun Sep 18 2016 18:23:08 GMT+0100 (British Summer Time),Current Employee , Advisory Manager,,"New York, NY",1934.0,"There is unlimited resources for you to learn both within the Firm and at clients. If you are willing to engage and reach out to your leadership you will go as far as you want to be, but you have to be good. Otherwise, it is only as good as you can be.",,,,,5.0,5.0,4.0,4.0,5.0,5.0,Great place to work.,,"Great place to work.. There is unlimited resources for you to learn both within the Firm and at clients. If you are willing to engage and reach out to your leadership you will go as far as you want to be, but you have to be good. Otherwise, it is only as good as you can be.. Depend on who you know, how big your network of influence is. Also, there are folks who just don't want to do anything but take credits of work at anytime they get chance. Sucks...but you manage and learn over time",,0.8625,0.6847,0.6249,0.9892,-0.9704,0.0,pwc,1934_pwc,NY,,,,,,,,Northeast,Middle Atlantic
49030,,1331_dow,Employee attitudes- many employees wouldn't give you the time of day or take you seriously. Employees were quick to judge before getting to know others.,,Mon Oct 21 2013 09:27:31 GMT+0100 (British Summer Time),Former Employee , College Co,,"Midland, MI",1331.0,I was always learning something new. I gained experience in a wide range of programs as I was trusted to join multiple projects. Great growth opportunities if you really show you're capable and willing to learn.,,,,,4.0,4.0,5.0,2.0,4.0,5.0,Great Learning Opportunity,,Great Learning Opportunity. I was always learning something new. I gained experience in a wide range of programs as I was trusted to join multiple projects. Great growth opportunities if you really show you're capable and willing to learn.. Employee attitudes- many employees wouldn't give you the time of day or take you seriously. Employees were quick to judge before getting to know others.,,0.9588,-0.1779,0.7845,0.9987,-0.8534,0.0,dow,1331_dow,MI,reports,Materials,Commodity Chemicals,"Midland, Michigan",01/04/2019,1751788.0,2019,Midwest,East North Central
429611,,3907_atandt,AT&amp;T recently fired a lot of people and not working for them is unbareble. Everything is about sales now and upper management got fired and switched out. Being micromangement isn't fun,,Fri Jun 15 2018 11:28:01 GMT+0100 (British Summer Time),Current Employee , Sales Consultant,,"Yukon, OK",3907.0,"Great benefits and pay. 401K, cell phone service, DirecTV, and internet. The managemnet is what makes working for AT&amp;T a fun experience",,,,,5.0,5.0,5.0,3.0,3.0,3.0,"ATT is alright, it depends on managers",,"ATT is alright, it depends on managers. Great benefits and pay. 401K, cell phone service, DirecTV, and internet. The managemnet is what makes working for AT&amp;T a fun experience. AT&amp;T recently fired a lot of people and not working for them is unbareble. Everything is about sales now and upper management got fired and switched out. Being micromangement isn't fun",,0.8625,-0.8721,0.25,0.9946,-0.9973,0.0,atandt,3907_atandt,OK,,,,,,,,South,West South Central
